Gene ID,Locus Tag,Gene Name,Protein Code,Protein Product
gene1107,NVIE_1068,NVIE_1068,A0A060HF50,protein of unknown function
gene1108,NVIE_010490,NVIE_010490,A0A060HIY7,"putative phosphoesterase, DHHA1"
gene1109,NVIE_r0010,NVIE_r0010,#N/A,23S ribosomal RNA
gene1110,NVIE_010500,NVIE_010500,A0A060HNY2,hypothetical protein
gene1111,NVIE_r0020,NVIE_r0020,#N/A,16S ribosomal RNA
gene1112,NVIE_1071,NVIE_1071,A0A060HQ10,fragment/hypothetical protein
gene1113,NVIE_010510,NVIE_010510,A0A060HIB3,Six-hairpin glycosidase-like protein
gene1114,NVIE_010520,NVIE_010520,A0A060HF58,hypothetical protein
gene1115,NVIE_010530,NVIE_010530,A0A060HIZ4,exported protein of unknown function
gene1116,NVIE_010540,NVIE_010540,A0A060HNY6,"putative pyridoxamine 5'-phosphate oxidase, FMN-binding"
gene1117,NVIE_010550,NVIE_010550,A0A060HQ17,hypothetical protein
gene1118,NVIE_010560,NVIE_010560,A0A060HIB8,hypothetical protein
gene1119,NVIE_010570,NVIE_010570,A0A060HF64,hypothetical protein
gene1120,NVIE_010580,NVIE_010580,A0A060HJ01,Endoribonuclease L-PSP
gene1121,NVIE_010590,NVIE_010590,A0A060HNZ1,protein of unknown function
gene1122,NVIE_010600,NVIE_010600,A0A060HQ22,protein of unknown function
gene1123,NVIE_010610,NVIE_010610,A0A060HIC3,protein of unknown function
gene1124,NVIE_010630,NVIE_010630,A0A060HF71,hypothetical protein
gene1125,NVIE_010640,NVIE_010640,A0A060HJ06,exported protein of unknown function
gene1126,NVIE_010650,NVIE_010650,A0A060HNZ6,hypothetical protein
gene1127,NVIE_010660,NVIE_010660,A0A060HQ28,putative Na+(Li+)/H+ antiporter
gene1128,NVIE_010670,NVIE_010670,A0A060HID0,protein of unknown function
gene1129,NVIE_010680,NVIE_010680,A0A060HF77,putative sulfonate transporter
gene1130,NVIE_010690,NVIE_010690,A0A060HJ13,protein of unknown function
gene1131,NVIE_1087,NVIE_1087,A0A060HP00,fragment/protein of unknown function
gene1132,NVIE_RNA0906801D,NVIE_RNA0906801D,#N/A,miscellaneous RNA (crcB)
gene1133,NVIE_010700,crcB,A0A060HQ34,camphor resistance family protein
gene1134,NVIE_010710,NVIE_010710,A0A060HID7,DUF190 domain-containing protein
gene1135,NVIE_010720,NVIE_010720,A0A060HF83,cation diffusion facilitator family transporter
gene1136,NVIE_010730,NVIE_010730,A0A060HJ20,hypothetical protein
gene1137,NVIE_010740,NVIE_010740,A0A060HP05,protein of unknown function
gene1138,NVIE_010750,NVIE_010750,A0A060HQ40,protein of unknown function
gene1139,NVIE_010760,NVIE_010760,A0A060HIE3,DSBA oxidoreductase
gene1140,NVIE_010770,NVIE_010770,A0A060HF91,putative chromosome segregation ATPase
gene1141,NVIE_1096,NVIE_1096,A0A060HJ27,hypothetical protein
gene1142,NVIE_010780,NVIE_010780,A0A060HP09,exported protein of unknown function
gene1143,NVIE_010790,NVIE_010790,A0A060HQ45,hypothetical protein
gene1144,NVIE_010800,NVIE_010800,A0A060HIE9,cupin domain-containing protein
gene1145,NVIE_010810,NVIE_010810,A0A060HF97,protein of unknown function
gene1146,NVIE_010820,NVIE_010820,A0A060HJ34,exported protein of unknown function
gene1147,NVIE_010830,NVIE_010830,A0A060HP12,exported protein of unknown function
gene1148,NVIE_010840,NVIE_010840,A0A060HQ51,exported protein of unknown function
gene1149,NVIE_010850,NVIE_010850,A0A060HIF4,exported protein of unknown function
gene1150,NVIE_010860,rpl40e-1,A0A060HFA5,50S ribosomal protein L40e
gene1151,NVIE_t0140,NVIE_t0140,#N/A,tRNA-Val
gene1152,NVIE_010870,NVIE_010870,A0A060HJ42,exported protein of unknown function
gene1153,NVIE_1107,NVIE_1107,A0A060HP19,hypothetical protein
gene1154,NVIE_010880,NVIE_010880,A0A060HQ57,protein of unknown function
gene1155,NVIE_010890,ahcY1,A0A060HIF9,adenosylhomocysteinase
gene1156,NVIE_010900,NVIE_010900,A0A060HFB3,putative phosphoribosyl transferase
gene1157,NVIE_010910,NVIE_010910,A0A060HJ46,hypothetical protein
gene1158,NVIE_010920,NVIE_010920,A0A060HP25,hydroxyacyl-CoA dehydrogenase
gene1159,NVIE_010930,rpl39e,A0A060HQ62,50S ribosomal protein L39e
gene1160,NVIE_010940,rpl31e,A0A060HIG5,50S ribosomal protein L31e
gene1161,NVIE_010950,NVIE_010950,A0A060HFB8,protein of unknown function
gene1162,NVIE_010960,NVIE_010960,A0A060HJ52,hypothetical protein
gene1163,NVIE_010970,ftsZ,A0A060HP31,cell division protein FtsZ
gene1164,NVIE_010980,NVIE_010980,A0A060HQ69,putative MiaB-like tRNA modifying enzyme
gene1165,NVIE_010990,NVIE_010990,A0A060HIH1,hypothetical protein
gene1166,NVIE_011000,NVIE_011000,A0A060HFC6,hypothetical protein
gene1167,NVIE_011010,NVIE_011010,A0A060HJ60,hypothetical protein
gene1168,NVIE_011020,NVIE_011020,A0A060HP37,protein of unknown function
gene1169,NVIE_011030,NVIE_011030,A0A060HQ75,putative thiol-disulfide isomerase
gene1170,NVIE_011040,fixC,A0A060HIH7,"putative FAD-dependent, fixCX-like electron-transfer flavoprotein"
gene1171,NVIE_011050,etfA,A0A060HFD4,"putative electron transfer flavoprotein, subunit alpha"
gene1172,NVIE_011060,etfB,A0A060HJ67,"putative electron transfer flavoprotein, subunit beta"
gene1173,NVIE_011070,NVIE_011070,A0A060HP45,putative guanosine polyphosphate pyrophosphohydrolase/synthetase
gene1174,NVIE_011080,NVIE_011080,A0A060HQ81,"mannose-6-phosphate isomerase, type II"
gene1175,NVIE_011090,NVIE_011090,A0A060HII1,protein of unknown function
gene1176,NVIE_011100,NVIE_011100,A0A060HFE0,putative transcriptional regulator
gene1177,NVIE_1129,NVIE_1129,A0A060HJ74,fragment/hypothetical protein
gene1178,NVIE_011110,asn1,A0A060HP50,putative asparagine synthetase
gene1179,NVIE_011120,NVIE_011120,A0A060HQ88,protein of unknown function
gene1180,NVIE_011130,uvrB,A0A060HII8,"excinuclease ABC, B subunit"
gene1181,NVIE_011140,uvrA,A0A060HFE5,"excinuclease ABC, A subunit"
gene1182,NVIE_011150,uvrC,A0A060HJ81,"excinuclease ABC, C subunit"
gene1183,NVIE_011160,NVIE_011160,A0A060HP55,hypothetical protein
gene1184,NVIE_011170,NVIE_011170,A0A060HQ92,hypothetical protein
gene1185,NVIE_011180,ald,A0A060HIJ3,putative alanine dehydrogenase
gene1186,NVIE_011190,NVIE_011190,A0A060HFF3,protein of unknown function
gene1187,NVIE_011200,NVIE_011200,A0A060HJ89,putative blue (type1) copper domain-containing protein
gene1188,NVIE_011210,NVIE_011210,A0A060HP59,protein of unknown function
gene1189,NVIE_1139,NVIE_1139,A0A060HQ97,exported protein of unknown function
gene1190,NVIE_011220,NVIE_011220,A0A060HIK0,protein of unknown function
gene1191,NVIE_011230,NVIE_011230,A0A060HFF9,putative blue (type 1) copper domain protein
gene1192,NVIE_011240,NVIE_011240,A0A060HJ95,hypothetical protein
gene1193,NVIE_011250,NVIE_011250,A0A060HP65,hypothetical protein
gene1194,NVIE_011260,NVIE_011260,A0A060HQA4,hypothetical protein
gene1195,NVIE_011270,NVIE_011270,A0A060HIK6,protein of unknown function
gene1196,NVIE_011280,cofH1,A0A060HFG7,FO synthase subunit 2
gene1197,NVIE_011290,cofG,A0A060HJA1,FO synthase subunit 1
gene1198,NVIE_011300,NVIE_011300,A0A060HP70,putative 2-alkenal reductase
gene1199,NVIE_011310,NVIE_011310,A0A060HQB0,hypothetical protein
gene1200,NVIE_011320,NVIE_011320,A0A060HIL1,putative glycosyltransferase family 2
gene1201,NVIE_011330,NVIE_011330,A0A060HFH4,putative polyketide cyclase/dehydrase
gene1202,NVIE_011340,cbtA,A0A060HJB0,"putative cobalt transporter family protein, subunit CbtA"
gene1203,NVIE_011350,NVIE_011350,A0A060HP77,"putative cobalt transporter family protein, subunit CbtB"
gene1204,NVIE_011360,NVIE_011360,A0A060HQB6,hypothetical protein
gene1205,NVIE_011370,NVIE_011370,A0A060HIL6,hypothetical protein
gene1206,NVIE_011380,NVIE_011380,A0A060HFH9,exported protein of unknown function
gene1207,NVIE_011390,NVIE_011390,A0A060HJB5,Adenylate cyclase
gene1208,NVIE_011400,NVIE_011400,A0A060HP83,putative signal transduction protein with CBS domains
gene1209,NVIE_011410,NVIE_011410,#N/A,UspA-domain containing protein
gene1210,NVIE_011420,NVIE_011420,A0A060HQC1,RDD family protein
gene1211,NVIE_011430,NVIE_011430,A0A060HIM2,peptidoglycan-binding lysin domain and 3D domain protein
gene1212,NVIE_011440,NVIE_011440,A0A060HFI8,protein of unknown function
gene1213,NVIE_011450,NVIE_011450,A0A060HJC3,protein of unknown function
gene1214,NVIE_011460,NVIE_011460,A0A060HP87,protein of unknown function
gene1215,NVIE_1166,NVIE_1166,A0A060HQC7,protein of unknown function
gene1216,NVIE_011480,NVIE_011480,A0A060HIM5,exported protein of unknown function
gene1217,NVIE_1168,NVIE_1168,A0A060HFJ4,protein of unknown function
gene1218,NVIE_011490,NVIE_011490,A0A060HJC8,protein of unknown function
gene1219,NVIE_t0150,NVIE_t0150,#N/A,tRNA-Met
gene1220,NVIE_011500,NVIE_011500,A0A060HP92,TENA/THI-4/PqqC family protein
gene1221,NVIE_t0160,NVIE_t0160,#N/A,tRNA-Undet
gene1222,NVIE_011510,NVIE_011510,A0A060HQD4,protein of unknown function
gene1223,NVIE_011520,NVIE_011520,A0A060HIN0,protein of unknown function
gene1224,NVIE_011530,NVIE_011530,A0A060HFK0,protein of unknown function
gene1225,NVIE_011540,NVIE_011540,A0A060HJD7,protein of unknown function
gene1226,NVIE_011550,NVIE_011550,A0A060HP97,exported protein of unknown function
gene1227,NVIE_011560,amoC3,A0A060HQE0,ammonia monooxygenase subunit C
gene1228,NVIE_011570,gds2,A0A060HIP0,geranylgeranyl pyrophosphate synthase
gene1229,NVIE_011580,nuoN,A0A060HFK6,NADH-quinone oxidoreductase subunit N
gene1230,NVIE_011590,nuoL,A0A060HJE3,NADH-quinone oxidoreductase subunit L
gene1231,NVIE_011600,nuoM,A0A060HPA2,NADH-quinone oxidoreductase subunit M
gene1232,NVIE_011610,nuoK,A0A060HQE4,NADH-quinone oxidoreductase subunit K
gene1233,NVIE_011620,nuoJ,A0A060HIP7,NADH-quinone oxidoreductase subunit J
gene1234,NVIE_011630,nuoI,A0A060HFL4,NADH-quinone oxidoreductase subunit I
gene1235,NVIE_011640,nuoH,A0A060HJG6,NADH-quinone oxidoreductase subunit H
gene1236,NVIE_011650,nuoD,A0A060HPD0,NADH-quinone oxidoreductase subunit D
gene1237,NVIE_1185,nuoC,A0A060HQG4,NADH-quinone oxidoreductase subunit C
gene1238,NVIE_011660,nuoB,A0A060HIR2,NADH-quinone oxidoreductase subunit B
gene1239,NVIE_011670,nuoA,A0A060HFN3,NADH-quinone oxidoreductase subunit A
gene1240,NVIE_011680,NVIE_011680,A0A060HJI1,exported protein of unknown function
gene1241,NVIE_011690,NVIE_011690,A0A060HPD9,exported protein of unknown function
gene1242,NVIE_1190,NVIE_1190,A0A060HQI2,protein of unknown function
gene1243,NVIE_011700,NVIE_011700,A0A060HIR6,putative digeranylgeranylglycerophospholipid reductase
gene1244,NVIE_011710,NVIE_011710,A0A060HFP3,putative TldD/pmbA family protein
gene1245,NVIE_011720,NVIE_011720,A0A060HJI6,putative protease TldD
gene1246,NVIE_011730,NVIE_011730,A0A060HPE9,putative quinoprotein glucose/ sorbosone dehydrogenase
gene1247,NVIE_011740,NVIE_011740,A0A060HQI6,hypothetical protein
gene1248,NVIE_011750,NVIE_011750,A0A060HIS0,glucose/ribitol dehydrogenase family protein
gene1249,NVIE_011760,NVIE_011760,A0A060HFP4,"putative cytochrome c biogenesis protein, transmembrane region"
gene1250,NVIE_011770,NVIE_011770,A0A060HJJ0,alkyl hydroperoxide reductase
gene1251,NVIE_011780,NVIE_011780,A0A060HPF4,putative Ferritin superfamily protein
gene1252,NVIE_t0170,NVIE_t0170,#N/A,tRNA-Leu
gene1253,NVIE_011800,rpoN,A0A060HQJ5,"DNA-directed RNA polymerase, subunit N"
gene1254,NVIE_011810,eno,A0A060HIS3,enolase
gene1255,NVIE_011820,rps2p,A0A060HFP8,30S ribosomal protein S2p
gene1256,NVIE_011830,NVIE_011830,A0A060HJJ4,protein of unknown function
gene1257,NVIE_011840,NVIE_011840,A0A060HPF8,protein of unknown function
gene1258,NVIE_011860,NVIE_011860,A0A060HQJ8,uncharacterised protein family UPF0103
gene1259,NVIE_011870,mvk,A0A060HIS7,mevalonate kinase
gene1260,NVIE_011880,NVIE_011880,A0A060HFQ3,putative PhoU family protein
gene1261,NVIE_011890,NVIE_011890,A0A060HJJ7,putative GHMP kinase
gene1262,NVIE_011900,NVIE_011900,A0A060HPG3,putative pantothenate synthetase
gene1263,NVIE_011910,panB,A0A060HQJ9,3-methyl-2-oxobutanoate hydroxymethyltransferase
gene1264,NVIE_011920,coaBC,A0A060HIT2,coenzyme A biosynthesis bifunctional protein coaBC
gene1265,NVIE_1212,NVIE_1212,A0A060HFQ5,exported protein of unknown function
gene1266,NVIE_011930,pepQ,A0A060HJK0,putative creatinase
gene1267,NVIE_011940,cdc48-3,A0A060HPG6,Cell division cycle protein 48 homolog
gene1268,NVIE_011950,NVIE_011950,A0A060HQK1,conserved protein of unknown function
gene1269,NVIE_1216,NVIE_1216,A0A060HIT6,fragment/protein of unknown function
gene1270,NVIE_011960,NVIE_011960,A0A060HFQ8,putative serine-puryvate aminotransferase
gene1271,NVIE_011970,NVIE_011970,A0A060HJK5,protein of unknown function
gene1272,NVIE_011980,NVIE_011980,A0A060HPH0,protein of unknown function
gene1273,NVIE_011990,NVIE_011990,A0A060HQK4,protein of unknown function
gene1274,NVIE_1220,NVIE_1220,A0A060HIU0,hypothetical protein
gene1275,NVIE_012000,NVIE_012000,A0A060HFR2,protein of unknown function
gene1276,NVIE_012010,NVIE_012010,A0A060HJK8,exported protein of unknown function
gene1277,NVIE_012020,NVIE_012020,A0A060HPH4,protein of unknown function
gene1278,NVIE_012030,NVIE_012030,A0A060HQK6,hypothetical protein
gene1279,NVIE_012040,NVIE_012040,A0A060HIU4,exported or membrane protein of unknown function with cupredoxin domain
gene1280,NVIE_012060,NVIE_012060,A0A060HFR7,hypothetical protein
gene1281,NVIE_012070,NVIE_012070,A0A060HJL0,protein of unknown function
gene1282,NVIE_012080,NVIE_012080,A0A060HPH9,putative FKBP-type peptidyl-prolyl cis-trans isomerase
gene1283,NVIE_012090,sufA,A0A060HQK9,Fe-S cluster assembly protein sufA
gene1284,NVIE_012100,NVIE_012100,A0A060HIU8,protein of unknown function
gene1285,NVIE_012110,NVIE_012110,A0A060HFS2,conserved exported protein of unknown function
gene1286,NVIE_012120,NVIE_012120,A0A060HJL5,major facilitator superfamily transporter
gene1287,NVIE_012130,NVIE_012130,A0A060HPI3,Putative transcriptional regulator
gene1288,NVIE_012140,NVIE_012140,A0A060HQL2,exported protein of unknown function
gene1289,NVIE_012150,NVIE_012150,A0A060HIV3,"Regulatory protein, AsnC/Lrp family"
gene1290,NVIE_012160,glnA,A0A060HFS4,glutamate-ammonia ligase / Glutamine synthetase
gene1291,NVIE_012170,NVIE_012170,A0A060HJL6,putative HTH-type transcriptional regulator
gene1292,NVIE_012180,NVIE_012180,A0A060HPI9,DUF190 domain-containing protein
gene1293,NVIE_012190,NVIE_012190,A0A060HQL6,protein of unknown function
gene1294,NVIE_012200,NVIE_012200,A0A060HIV7,exported protein of unknown function
gene1295,NVIE_RNA1033692D,NVIE_RNA1033692D,#N/A,miscellaneous RNA (crcB)
gene1296,NVIE_012210,NVIE_012210,A0A060HFS9,protein of unknown function
gene1297,NVIE_012220,NVIE_012220,A0A060HJM1,"putative HAD-superfamily hydrolase, subfamily IIB"
gene1298,NVIE_012230,gdhA,A0A060HPJ2,glutamate dehydrogenase
gene1299,NVIE_012240,tatA1,A0A060HQM0,TatA subunit of twin-arginine targeting system
gene1300,NVIE_012250,NVIE_012250,A0A060HIW3,putative translin family protein
gene1301,NVIE_012260,hjc,A0A060HFT3,putative Holliday junction resolvase
gene1302,NVIE_012270,NVIE_012270,A0A060HJM5,protein of unknown function DUF369
gene1303,NVIE_012280,NVIE_012280,A0A060HPJ7,putative Micrococcal nuclease
gene1304,NVIE_012290,tfb3,A0A060HQM4,transcription initiation factor IIB
gene1305,NVIE_012300,NVIE_012300,A0A060HIW8,cation diffusion facilitator family transporter
gene1306,NVIE_012310,NVIE_012310,A0A060HFT7,putative carbohydrate kinase
gene1307,NVIE_012320,NVIE_012320,A0A060HJM9,"putative oxidoreductase, short chain dehydrogenase/reductase family"
gene1308,NVIE_012330,NVIE_012330,A0A060HPK1,putative methionine--tRNA ligase
gene1309,NVIE_012340,NVIE_012340,A0A060HQM8,hypothetical protein
gene1310,NVIE_012350,garR,A0A060HIX3,putative 2-hydroxy-3-oxopropionate reductase
gene1311,NVIE_012360,NVIE_012360,A0A060HFU1,protein of unknown function
gene1312,NVIE_012370,NVIE_012370,A0A060HJN3,putative glucose-methanol-choline oxidoreductase
gene1313,NVIE_1258,NVIE_1258,A0A060HPK6,protein of unknown function
gene1314,NVIE_012380,NVIE_012380,A0A060HQN3,hypothetical protein
gene1315,NVIE_012390,NVIE_012390,A0A060HIX7,hypothetical protein
gene1316,NVIE_012410,nudF,A0A060HFU6,putative NUDIX hydrolase
gene1317,NVIE_012420,NVIE_012420,A0A060HJN8,hypothetical protein
gene1318,NVIE_012430,sufB,A0A060HPK8,FeS cluster assembly protein SufB
gene1319,NVIE_012440,sufD,A0A060HQN8,putative FeS cluster assembly protein sufD
gene1320,NVIE_012450,NVIE_012450,A0A060HIY2,rieske 2Fe-2S iron-sulphur domain-containing protein
gene1321,NVIE_012460,sufS,A0A060HFV0,cysteine desulfurase/selenocysteine lyase
gene1322,NVIE_012470,nifU,A0A060HJP3,SUF system FeS cluster assembly protein
gene1323,NVIE_012480,NVIE_012480,A0A060HPL3,hypothetical protein
gene1324,NVIE_012490,NVIE_012490,A0A060HQP3,putative phosphoesterase PA-phosphatase
gene1325,NVIE_012500,NVIE_012500,A0A060HIY6,hypothetical protein
gene1326,NVIE_012510,NVIE_012510,A0A060HFV5,putative digeranylgeranylglycerophospholipid reductase
gene1327,NVIE_012520,NVIE_012520,A0A060HJP6,phosphatase of the haloacid dehalogenase (HAD)-like hydrolase family
gene1328,NVIE_012530,NVIE_012530,A0A060HPL8,protein of unknown function
gene1329,NVIE_012540,NVIE_012540,A0A060HQP8,putiative histidine triad (HIT) protein
gene1330,NVIE_012550,NVIE_012550,A0A060HIZ1,hypothetical protein
gene1331,NVIE_012560,NVIE_012560,A0A060HFV9,putative PAPS reductase
gene1332,NVIE_012570,sat,A0A060HJQ1,sulfate adenylyltransferase
gene1333,NVIE_012580,NVIE_012580,A0A060HPM2,protein of unknown function
gene1334,NVIE_012590,NVIE_012590,A0A060HQQ3,hypothetical protein
gene1335,NVIE_012600,NVIE_012600,A0A060HIZ6,protein of unknown function
gene1336,NVIE_012610,NVIE_012610,A0A060HFW4,protein of unknown function
gene1337,NVIE_012620,NVIE_012620,A0A060HJQ6,hypothetical protein
gene1338,NVIE_012630,NVIE_012630,A0A060HPM4,hypothetical protein
gene1339,NVIE_012640,NVIE_012640,A0A060HQQ7,protein of unknown function
gene1340,NVIE_012650,NVIE_012650,A0A060HJ00,protein of unknown function
gene1341,NVIE_012660,NVIE_012660,A0A060HFW7,putative Alkylmercury lyase
gene1342,NVIE_012670,NVIE_012670,A0A060HJR1,hypothetical protein
gene1343,NVIE_012680,NVIE_012680,A0A060HPM8,alkyl hydroperoxide reductase/ thiol specific antioxidant family protein
gene1344,NVIE_1289,NVIE_1289,A0A060HQR1,hypothetical protein
gene1345,NVIE_012690,NVIE_012690,A0A060HJ05,"putative transcriptional regulator, HxlR family"
gene1346,NVIE_012700,NVIE_012700,A0A060HFX2,protein of unknown function
gene1347,NVIE_012710,merA,A0A060HJR6,mercuric reductase
gene1348,NVIE_012720,NVIE_012720,A0A060HPN2,hypothetical protein
gene1349,NVIE_012730,NVIE_012730,A0A060HQR5,hypothetical protein
gene1350,NVIE_012740,NVIE_012740,A0A060HJ10,hypothetical protein
gene1351,NVIE_012750,NVIE_012750,A0A060HFX6,exported protein of unknown function
gene1352,NVIE_1297,NVIE_1297,A0A060HJR8,protein of unknown function
gene1353,NVIE_012760,NVIE_012760,A0A060HPN5,putative endonuclease III
gene1354,NVIE_012770,NVIE_012770,A0A060HQS0,putative aconitase subunit 1
gene1355,NVIE_012780,NVIE_012780,A0A060HJ15,Swiveling domain associated with predicted aconitase
gene1356,NVIE_012790,NVIE_012790,A0A060HFY1,hypothetical protein
gene1357,NVIE_012800,NVIE_012800,A0A060HJS2,putative PP-loop superfamily ATPase
gene1358,NVIE_012810,NVIE_012810,A0A060HPN8,luciferase-like monooxygenase family protein
gene1359,NVIE_RNA1086407D,NVIE_RNA1086407D,#N/A,miscellaneous RNA (Archaea_SRP)
gene1360,NVIE_1304,NVIE_1304,A0A060HQS6,protein of unknown function
gene1361,NVIE_012820,NVIE_012820,A0A060HJ19,protein of unknown function
gene1362,NVIE_012830,NVIE_012830,A0A060HFY5,protein of unknown function
gene1363,NVIE_012840,NVIE_012840,A0A060HJS6,Thioredoxin reductase
gene1364,NVIE_012850,NVIE_012850,A0A060HPP3,protein of unknown function
gene1365,NVIE_012860,NVIE_012860,A0A060HQS9,exported protein of unknown function
gene1366,NVIE_012870,NVIE_012870,A0A060HJ23,exported protein of unknown function
gene1367,NVIE_012890,NVIE_012890,A0A060HFZ0,protein of unknown function
gene1368,NVIE_012900,copA2,A0A060HJT0,copper-exporting P-type ATPase A
gene1369,NVIE_012910,NVIE_012910,A0A060HPP7,putative heavy metal transport/detoxification protein
